prompt,source,filename,f1,f2,f3,f4
llm_free,ai,4000_story_0019_llm_free.txt,-13.5413356,-7.904019403,5.5241191829,1.1396164596
human,human,4000_story_0020.txt,-5.856887687,22.258462893,-12.8192186,-2.902698446
llm_free,ai,4000_story_0020_llm_free.txt,-14.74044144,-3.131451864,3.9808721609,0.4778833097
human,human,4000_story_0022.txt,0.0466578172,9.4931262159,-12.51114657,0.3513374186
llm_free,ai,4000_story_0022_llm_free.txt,-15.38969616,-7.472488979,2.0082257916,1.4130389483
human,human,4000_story_0188.txt,14.516137711,-3.734639114,-2.331610378,-0.643792427
llm_free,ai,4000_story_0188_llm_free.txt,-13.4763335,-15.49662482,-0.208270548,0.7168264932
human,human,4000_story_0190.txt,4.3798114858,14.80996812,-21.7217814,-2.351110515
llm_free,ai,4000_story_0190_llm_free.txt,-14.81914837,-8.187586194,-1.17150717,-0.149297338
human,human,4000_story_0198.txt,3.4632852158,5.8773468866,-10.50635231,-3.330784484
llm_free,ai,4000_story_0198_llm_free.txt,-10.63833383,-12.77961279,3.6726825219,-0.046945996
human,human,4000_story_0199.txt,19.493877755,2.6612788465,-1.909495722,-1.983212545
llm_free,ai,4000_story_0199_llm_free.txt,-12.62838396,-11.71570152,-0.688269828,-0.199651453
human,human,4000_story_0201.txt,27.117509966,8.5113254279,-5.537989756,-1.966203579
llm_free,ai,4000_story_0201_llm_free.txt,-13.70231283,-11.9795699,9.0583318713,2.9813941227
human,human,4000_story_0203.txt,14.859496592,-5.287073817,-1.965179779,-2.355174287
llm_free,ai,4000_story_0203_llm_free.txt,-5.836009287,-11.25979903,8.3384249799,-0.38891047
human,human,4000_story_0205.txt,13.941040509,2.2375817298,0.3864273655,-0.834641689
llm_free,ai,4000_story_0205_llm_free.txt,-12.14016959,-2.495120151,3.7147888853,2.2699768067
human,human,4000_story_0208.txt,14.443208275,4.6526438739,2.855462534,-1.189724034
llm_free,ai,4000_story_0208_llm_free.txt,-10.98035971,-12.88404573,9.0672088764,2.1932649782
human,human,4000_story_0209.txt,30.285348197,-8.186251557,-7.882031533,-0.564648398
llm_free,ai,4000_story_0209_llm_free.txt,-6.212217809,-8.34056449,4.3729614583,-1.183500073
human,human,4000_story_0213.txt,22.399812374,3.1706978193,-3.191262741,-1.327500591
llm_free,ai,4000_story_0213_llm_free.txt,-16.76800876,-6.171697528,-2.286346851,-1.178315548
human,human,4000_story_0215.txt,18.498967186,14.166011233,0.0266476245,-1.841662249
llm_free,ai,4000_story_0215_llm_free.txt,-17.3197806,-11.53676317,1.2340114477,0.1901582353
human,human,4000_story_0218.txt,28.896100279,1.8292039594,3.0405214766,2.5324039323
llm_free,ai,4000_story_0218_llm_free.txt,-20.04955659,-6.330949901,-4.648145318,-1.919968939
human,human,4000_story_0219.txt,12.829387331,12.219225379,-8.465183363,-1.308754318
llm_free,ai,4000_story_0219_llm_free.txt,-9.768982833,0.3711816624,7.3186772051,0.7335490704
human,human,4000_story_0220.txt,-1.661614745,1.6060702158,-12.22794779,-2.25985037
llm_free,ai,4000_story_0220_llm_free.txt,-11.92186616,-11.17345792,5.8505153999,2.2464951728
human,human,4000_story_0222.txt,11.219481816,14.772493822,-11.63180304,-2.082246237
llm_free,ai,4000_story_0222_llm_free.txt,-15.57517075,-10.42662537,2.3843947907,-0.820567482
human,human,4000_story_0223.txt,1.5363736715,4.033084081,-9.776371332,-3.876969414
llm_free,ai,4000_story_0223_llm_free.txt,-8.270178777,-1.445307311,3.1651799559,-0.944784599
human,human,4000_story_0224.txt,17.956540611,21.541141336,0.0488321166,0.1255225324
llm_free,ai,4000_story_0224_llm_free.txt,-8.410175662,-10.41397251,11.073735482,0.3615919443
human,human,4000_story_0225.txt,10.510144089,-8.165833241,-10.14259593,-0.24771976
llm_free,ai,4000_story_0225_llm_free.txt,-14.35095192,-6.895407935,0.0985490799,0.7670487322
human,human,4000_story_0226.txt,27.472829825,-3.154016762,-0.124115201,-0.480616802
llm_free,ai,4000_story_0226_llm_free.txt,-10.60921698,-11.73868057,0.9461660003,0.783438309
human,human,4000_story_0230.txt,27.003771455,-1.549799135,-1.708761676,-1.123669951
llm_free,ai,4000_story_0230_llm_free.txt,-14.10466548,-12.61072612,3.2062854936,0.097435105
human,human,4000_story_0237.txt,24.622967741,-2.737527264,-3.025394983,-0.588385664
llm_free,ai,4000_story_0237_llm_free.txt,-6.040697695,-7.35966628,3.3806505189,0.4913335113
human,human,4000_story_0238.txt,16.574092506,13.226566543,1.5367909047,0.8452898183
llm_free,ai,4000_story_0238_llm_free.txt,-13.57219963,-3.891597831,5.5940656658,1.3101954763
human,human,4000_story_0242.txt,6.2886015706,-2.454536078,-10.75814912,-3.30647608
llm_free,ai,4000_story_0242_llm_free.txt,-13.58003552,-7.582126939,-1.582027998,1.6684130352
human,human,4000_story_0249.txt,21.367635547,13.07594045,1.2253710794,2.0468375442
llm_free,ai,4000_story_0249_llm_free.txt,-14.33789895,-13.19630594,2.9983850131,-1.625936279
human,human,4000_story_0250.txt,10.398161343,8.0062108138,-4.0385448,-1.158803493
llm_free,ai,4000_story_0250_llm_free.txt,-13.17870618,-11.7202499,5.3036936428,1.6227739524
human,human,4000_story_0254.txt,8.5434245037,1.0578962044,-9.612362359,3.1302218877
llm_free,ai,4000_story_0254_llm_free.txt,-9.763952145,-4.535555799,5.5547826956,0.5714338786
human,human,4000_story_0256.txt,31.600905628,10.125911551,11.785853377,1.0712929509
llm_free,ai,4000_story_0256_llm_free.txt,-13.12007593,-10.29844203,5.7161130707,0.5951228933
human,human,4000_story_0268.txt,20.349988175,5.7933744887,-1.269501216,1.7232863423
llm_free,ai,4000_story_0268_llm_free.txt,-14.59264016,-17.32943349,-2.983192706,-1.117767895
human,human,4000_story_0271.txt,1.9846703839,-5.810869465,-5.048053659,-0.24493259
llm_free,ai,4000_story_0271_llm_free.txt,-12.25137036,-4.887008884,5.0024382875,-1.261004938
human,human,4000_story_0276.txt,-2.817332366,10.143417462,-6.285565365,1.0021798274
llm_free,ai,4000_story_0276_llm_free.txt,-9.909784619,-6.139509149,8.2776352231,-0.098286679
human,human,4000_story_0277.txt,-5.625886447,3.990778132,-7.082393837,0.1245405808
llm_free,ai,4000_story_0277_llm_free.txt,-6.124373137,-8.816041867,13.278273982,2.6688336674
human,human,4000_story_0278.txt,-7.493670216,8.2822747745,-17.23694002,-1.360700986
llm_free,ai,4000_story_0278_llm_free.txt,-15.25583378,-13.17808031,4.2449159118,-1.650744406
human,human,4000_story_0279.txt,22.212559215,-5.755705638,8.472067197,-0.659149493
llm_free,ai,4000_story_0279_llm_free.txt,-13.54395236,-0.829752673,5.649065818,-0.773939523
human,human,4000_story_0280.txt,19.934042201,-4.991579894,16.221058109,-1.129828308
llm_free,ai,4000_story_0280_llm_free.txt,-13.32206241,-10.91710318,-3.453569602,-0.226052133
human,human,4000_story_0282.txt,-4.202754078,0.8752037382,5.0249924284,0.008110415
llm_free,ai,4000_story_0282_llm_free.txt,-11.80671692,-8.195175887,8.0079472027,1.6238291008
human,human,4000_story_0284.txt,5.2889130864,2.6526872355,-4.865493988,2.7693762879
llm_free,ai,4000_story_0284_llm_free.txt,-3.058023903,8.2912894442,17.827567445,4.7023152849
human,human,4000_story_0286.txt,-2.201506503,20.116701417,-5.385406303,-1.09816693
llm_free,ai,4000_story_0286_llm_free.txt,-12.54141811,-13.20694253,1.9398041706,-0.377392747
human,human,4000_story_0290.txt,13.270604883,14.773342581,4.8274387688,2.3904224938
llm_free,ai,4000_story_0290_llm_free.txt,-11.51073068,-10.30463621,1.0119434726,1.2256211913
human,human,4000_story_0293.txt,17.453600735,9.0357322302,11.400217861,-0.115757018
llm_free,ai,4000_story_0293_llm_free.txt,-15.49242368,-7.887444082,-0.18876059,-1.268748255
human,human,4000_story_0295.txt,8.745843184,40.763351051,-6.436911302,-0.058252693
llm_free,ai,4000_story_0295_llm_free.txt,-9.767742736,-9.803007679,5.9125720973,1.5687093945
human,human,4000_story_0298.txt,7.8162689579,11.713224181,-6.587475087,-0.07551796
llm_free,ai,4000_story_0298_llm_free.txt,-9.35518988,-8.58982165,6.9054227592,-0.13878718
human,human,4000_story_0314.txt,30.600896553,10.951563417,6.2147363737,-4.205691736
llm_free,ai,4000_story_0314_llm_free.txt,-8.239693891,-5.518138728,6.4984028789,2.1748330164
human,human,4000_story_0315.txt,8.0279510286,9.3202936542,-11.61015651,-1.383038562
llm_free,ai,4000_story_0315_llm_free.txt,-11.10988788,-12.32235742,3.1872085636,2.7405840647
human,human,4000_story_0317.txt,22.840093833,21.111403791,-2.364182934,-0.609105073
llm_free,ai,4000_story_0317_llm_free.txt,-13.06093471,-8.343619458,5.2488169307,0.9490083117
human,human,4000_story_0319.txt,23.465271073,33.728194875,12.825025084,1.0545680655
llm_free,ai,4000_story_0319_llm_free.txt,-18.59458598,-14.14667601,5.3961168245,-0.386820503
human,human,4000_story_0323.txt,23.524114389,24.477023024,-2.58031516,-1.991186548
llm_free,ai,4000_story_0323_llm_free.txt,-17.24587142,-9.764552688,-2.254571272,1.9764566064
human,human,4000_story_0336.txt,8.5138872238,18.074061972,-5.025735288,-1.00142597
llm_free,ai,4000_story_0336_llm_free.txt,-10.89148947,-10.61899196,6.3615409909,0.643952367
human,human,4000_story_0337.txt,14.87787244,21.391148058,-6.362001757,0.8906192066
llm_free,ai,4000_story_0337_llm_free.txt,-8.70992634,-11.64320917,7.8931483813,0.2311305375
human,human,4000_story_0339.txt,12.839404237,21.970163383,-10.0613808,-0.390227062
llm_free,ai,4000_story_0339_llm_free.txt,-8.63357825,-1.059208476,7.4916650374,0.9297449634
human,human,4000_story_0344.txt,11.505786842,37.999124845,-5.895946394,0.7763695577
llm_free,ai,4000_story_0344_llm_free.txt,-8.153650519,-14.71639588,1.2933342878,1.5123393686
human,human,4000_story_0348.txt,11.581110987,24.091598998,1.3911674076,-1.609209086
llm_free,ai,4000_story_0348_llm_free.txt,-8.682475713,-10.2392044,9.1628394403,2.4082297814
human,human,4000_story_0350.txt,17.807505869,12.424586866,1.9415262844,1.7860791452
llm_free,ai,4000_story_0350_llm_free.txt,-16.79150034,-9.043225862,1.4881443982,1.0487549188
human,human,4000_story_0352.txt,7.4670614795,10.599097909,-3.917074371,1.5374391695
llm_free,ai,4000_story_0352_llm_free.txt,-11.4534627,-13.75627071,-2.300101664,-1.479242117
human,human,4000_story_0354.txt,19.216955309,21.05353418,-4.413167574,3.0438899667
llm_free,ai,4000_story_0354_llm_free.txt,-14.39486858,-11.19497444,8.9690742016,1.7488776046
human,human,4000_story_0358.txt,17.191289102,-3.557661191,1.3949232659,2.3579901901
llm_free,ai,4000_story_0358_llm_free.txt,-10.16715071,-6.272042862,3.6006106036,0.5302407912
human,human,4000_story_0359.txt,15.631058649,3.4267661499,-3.52370617,1.8260159594
llm_free,ai,4000_story_0359_llm_free.txt,-13.41658429,-10.66290932,4.7852917057,0.6155506286
human,human,4000_story_0360.txt,14.225421573,11.570352188,2.5764400456,-5.011978521
llm_free,ai,4000_story_0360_llm_free.txt,-11.10345775,-7.029497604,7.1913970947,1.3885707464
human,human,4000_story_0361.txt,14.332543294,29.839171275,1.2128359385,-1.576682587
llm_free,ai,4000_story_0361_llm_free.txt,-16.11647212,-10.16569489,4.8688056263,-0.608608326
human,human,4000_story_0362.txt,8.9516808918,14.972221544,-2.655253319,1.5050271948
llm_free,ai,4000_story_0362_llm_free.txt,-8.041190014,-2.219559741,10.05950462,2.3605896401
human,human,4000_story_0363.txt,8.1379666266,13.987654215,-4.823023734,1.600288788
llm_free,ai,4000_story_0363_llm_free.txt,-11.58134455,-7.514819959,4.2431862878,-1.688035828
human,human,4000_story_0366.txt,2.1484558868,14.532894428,-8.083759704,-1.422420619
llm_free,ai,4000_story_0366_llm_free.txt,-18.90641028,-12.72293423,1.654085658,-0.662718159
human,human,4000_story_0367.txt,9.3977382302,3.8120549644,-4.483593731,-0.71376486
llm_free,ai,4000_story_0367_llm_free.txt,-4.342767678,-1.136840957,14.970092022,2.196519333
human,human,4000_story_0420.txt,19.326690656,6.7304487179,3.7931640072,0.9952180063
llm_free,ai,4000_story_0420_llm_free.txt,-13.75814961,-14.59772434,-1.129914361,-2.739886052
human,human,4000_story_0422.txt,5.597169694,18.092557694,-9.173537467,1.4461406747
llm_free,ai,4000_story_0422_llm_free.txt,-6.801269315,-9.662134238,8.7068192736,2.6188118845
human,human,4000_story_0425.txt,12.206577281,34.279406134,1.7375235008,2.3737261992
llm_free,ai,4000_story_0425_llm_free.txt,-13.6461061,-10.01596807,2.0119100853,-0.276969266
human,human,4000_story_0427.txt,14.028056977,15.773086621,-2.59576286,3.3017874725
llm_free,ai,4000_story_0427_llm_free.txt,-13.42241653,-4.790511093,5.7137095977,0.7780690409
human,human,4000_story_0428.txt,11.923542529,26.505088174,-7.999681735,1.4095824977
llm_free,ai,4000_story_0428_llm_free.txt,-11.38354447,-15.16963202,1.967744206,-0.455048177
human,human,4000_story_0429.txt,22.42141703,17.51981516,1.8243985665,7.2699867206
llm_free,ai,4000_story_0429_llm_free.txt,-20.43537753,-12.81412936,2.6994616963,0.0785569564
human,human,4000_story_0440.txt,11.128562202,38.366807277,-13.37820304,1.5669826576
llm_free,ai,4000_story_0440_llm_free.txt,-9.656122685,-7.619455131,6.8482549758,-0.531023785
human,human,4000_story_0445.txt,11.367503159,8.1542490784,-7.769959306,4.4176651068
llm_free,ai,4000_story_0445_llm_free.txt,-16.59164588,-17.66256505,0.3379654643,-2.218001406
human,human,4000_story_0447.txt,12.738544037,19.771250355,-9.662085686,1.7532540485
llm_free,ai,4000_story_0447_llm_free.txt,-12.94461206,-14.04825243,2.2688345807,-1.363645646
human,human,4000_story_0449.txt,14.297512483,13.809320094,0.0167585974,3.7829688523
llm_free,ai,4000_story_0449_llm_free.txt,-16.31575615,-12.0139741,-3.209936299,-0.739026767
human,human,4000_story_0452.txt,11.81264788,28.908528876,-3.543268895,0.1907399432
llm_free,ai,4000_story_0452_llm_free.txt,-11.26264027,-6.827018565,1.5078189019,0.5682933787
human,human,4000_story_0454.txt,2.1730928375,31.647628882,-9.538751629,0.0733068282
llm_free,ai,4000_story_0454_llm_free.txt,-16.42665865,-11.50164638,-1.254767066,-0.622081165
human,human,4000_story_0456.txt,19.73533901,12.4531215,-6.232428369,1.5257623164
llm_free,ai,4000_story_0456_llm_free.txt,-12.31781394,-10.17515622,5.2700471658,-0.112071521
human,human,4000_story_0458.txt,16.347378333,15.595963103,-2.837278322,3.8693797812
llm_free,ai,4000_story_0458_llm_free.txt,-5.642711081,-9.536420168,8.7760193505,-1.905623387
human,human,4000_story_0461.txt,13.425768351,2.7374783508,-2.730973798,-0.111374318
llm_free,ai,4000_story_0461_llm_free.txt,-11.29130416,-4.484716109,2.9780231684,-1.076750318
human,human,4000_story_0462.txt,35.532689064,-5.180191894,9.9116424415,8.2820080322
llm_free,ai,4000_story_0462_llm_free.txt,-11.2989853,-8.882004894,0.1146695063,-0.980303341
human,human,4000_story_0463.txt,21.256400831,-10.3207891,12.247208701,1.3138274375
llm_free,ai,4000_story_0463_llm_free.txt,-12.09497665,-9.699194607,3.8293878618,0.3663958857
human,human,4000_story_0464.txt,-1.318662327,-0.950232901,-13.47163051,-0.450465021
llm_free,ai,4000_story_0464_llm_free.txt,-16.66451835,-15.28301839,0.2762047385,-1.748786245
human,human,4000_story_0466.txt,31.298045799,-15.30794959,2.9762689276,4.1279773238
llm_free,ai,4000_story_0466_llm_free.txt,-16.85653437,-11.28927643,-3.886455404,-2.841633718
human,human,4000_story_0470.txt,10.921115076,14.473600149,2.4885093456,-1.956834502
llm_free,ai,4000_story_0470_llm_free.txt,-13.01113441,-8.853501702,1.3659709645,-2.803358037
human,human,4000_story_0471.txt,8.7055572787,4.8950839375,-1.037510586,-2.059728534
llm_free,ai,4000_story_0471_llm_free.txt,-15.20799722,-14.01359204,3.6591029027,-2.012065755
human,human,4000_story_0473.txt,20.541457626,7.1876539174,3.486094747,-0.850967971
llm_free,ai,4000_story_0473_llm_free.txt,-13.51637104,-9.480724631,-1.736185824,-1.862969622
human,human,4000_story_0475.txt,29.759234657,-1.39160636,9.4706965356,3.4237548238
llm_free,ai,4000_story_0475_llm_free.txt,-11.32175134,-9.00859328,5.7592697465,-0.247806361
human,human,4000_story_0478.txt,14.506967037,-2.514914282,2.8424251207,-0.527742176
llm_free,ai,4000_story_0478_llm_free.txt,-14.83379455,-10.71129258,-1.474866699,-1.593901911
human,human,4000_story_0479.txt,30.476613983,-0.36504469,16.270405221,2.0298865886
llm_free,ai,4000_story_0479_llm_free.txt,-6.33751725,-8.682995052,-2.02916822,-1.873564073
human,human,4000_story_0480.txt,11.918213888,6.1301200591,0.8862935406,-1.687541389
llm_free,ai,4000_story_0480_llm_free.txt,-15.00353086,-10.24809364,3.9391871215,1.10840953
human,human,4000_story_0481.txt,1.2158858366,8.0309821862,-8.597663191,0.0511440942
llm_free,ai,4000_story_0481_llm_free.txt,-6.076289147,-6.33669029,4.3902456857,1.2169848326
human,human,4000_story_0483.txt,17.403989111,21.681907498,6.1664967574,1.9741225475
llm_free,ai,4000_story_0483_llm_free.txt,-8.144145035,-13.43938908,3.2896223812,3.029861034
human,human,4000_story_0487.txt,3.1191059126,7.5375808779,-16.22064161,-1.58960812
llm_free,ai,4000_story_0487_llm_free.txt,-13.46487114,-3.226936191,9.6401094378,1.9565662756
human,human,4000_story_0489.txt,20.06994362,10.813108108,10.604224342,3.9071626637
llm_free,ai,4000_story_0489_llm_free.txt,-13.12097813,-7.989685715,-1.335883908,-0.462167488
human,human,4000_story_0492.txt,7.6221395104,15.072567987,-11.53239087,-2.626108204
llm_free,ai,4000_story_0492_llm_free.txt,-10.94243822,-9.844672623,-0.834585597,-1.364431758
human,human,4000_story_0493.txt,19.962668504,12.463401299,1.4824369517,0.9883850842
llm_free,ai,4000_story_0493_llm_free.txt,-8.803025765,-3.257804149,7.7987404912,0.5093389468
human,human,4000_story_0497.txt,18.316949278,6.1699850046,2.6912820672,0.3123063823
llm_free,ai,4000_story_0497_llm_free.txt,-11.3958212,-11.07371674,4.235832584,2.2028042806
human,human,4000_story_0500.txt,24.560015353,9.7865031221,0.6529041151,-1.854264683
llm_free,ai,4000_story_0500_llm_free.txt,-13.08679837,-13.41646506,-2.273661667,-0.960816899
human,human,4000_story_0501.txt,9.8657105769,17.179358929,-2.712254748,-0.312016207
llm_free,ai,4000_story_0501_llm_free.txt,-13.03339936,-8.421181506,6.0453605864,0.3541583224
human,human,4000_story_0503.txt,13.409326522,7.8368788426,-5.969765189,0.6657751759
llm_free,ai,4000_story_0503_llm_free.txt,-10.31064108,-12.55963319,7.1694378006,2.9241414822
human,human,4000_story_0511.txt,11.885628868,20.346303312,8.3314099893,-0.10675512
llm_free,ai,4000_story_0511_llm_free.txt,-13.01668981,-7.620028922,0.4869865952,0.7175673306
human,human,4000_story_0514.txt,15.552860401,10.265376838,2.1707570574,-0.732092199
llm_free,ai,4000_story_0514_llm_free.txt,-12.29615318,-8.200611385,2.4322343057,-0.362258775
human,human,4000_story_0520.txt,8.9407741986,13.259415476,1.9589625582,0.513354468
llm_free,ai,4000_story_0520_llm_free.txt,-8.066529775,-10.5928234,12.433569993,-0.11696668
human,human,4000_story_0522.txt,9.5838691969,12.060836622,2.8546959057,0.9127766555
llm_free,ai,4000_story_0522_llm_free.txt,-16.67597414,-5.285139127,3.2976253525,-0.603224014
human,human,4000_story_0529.txt,9.9553668664,14.695703256,-5.64455393,-0.748408579
llm_free,ai,4000_story_0529_llm_free.txt,-8.291585213,-10.10234407,1.5193993267,0.8439633251
human,human,4000_story_0531.txt,11.679278764,20.515296997,-1.012689436,-1.835894377
llm_free,ai,4000_story_0531_llm_free.txt,-9.875264459,-10.74636194,1.5305774284,-1.908542433
human,human,4000_story_0532.txt,17.819721746,1.7563501094,-0.105496872,-0.132073398
llm_free,ai,4000_story_0532_llm_free.txt,-18.18553645,-8.143939463,-3.542317939,-1.968775775
human,human,4000_story_0537.txt,24.103339301,-1.18324794,-2.696571031,0.8050153872
llm_free,ai,4000_story_0537_llm_free.txt,-10.45170862,-7.231028958,4.7624056214,-0.190715827
human,human,4000_story_0542.txt,13.919576798,-0.698063517,1.3710009428,-0.637502195
llm_free,ai,4000_story_0542_llm_free.txt,-10.41312985,-16.72278685,2.5107806666,2.9211584721
human,human,4000_story_0544.txt,10.971737729,-2.802575974,-5.077597243,-0.468701143
llm_free,ai,4000_story_0544_llm_free.txt,-12.25453353,-3.759402376,2.6720809865,0.4066952624
human,human,4000_story_0548.txt,4.4243752207,4.3056755144,-2.239540557,0.2602980589
llm_free,ai,4000_story_0548_llm_free.txt,-13.94049142,-4.669043078,7.5215479152,0.9261303544
human,human,4000_story_0549.txt,7.8742938649,19.083328819,1.5362427191,-1.290363683
llm_free,ai,4000_story_0549_llm_free.txt,-8.793412838,-14.36242318,6.8335170696,2.2029158273
human,human,4000_story_0550.txt,11.704133969,-4.621621866,3.4849418145,1.6989477079
llm_free,ai,4000_story_0550_llm_free.txt,-13.28810675,-8.935071502,3.8480337774,1.0048432414
human,human,4000_story_0552.txt,20.645071424,1.7407101835,3.8970247909,1.8993461739
llm_free,ai,4000_story_0552_llm_free.txt,-14.25522741,-9.083731464,-0.727382661,-0.892117423
human,human,4000_story_0554.txt,-0.16394365,4.8058949451,-5.832010825,0.2087726325
llm_free,ai,4000_story_0554_llm_free.txt,-8.844266481,-7.630395793,12.365381784,-0.235885417
human,human,4000_story_0564.txt,14.280123058,1.2012419294,-4.462300407,0.5582852523
llm_free,ai,4000_story_0564_llm_free.txt,-10.18021013,-5.097877794,6.792553542,-0.575138226
human,human,4000_story_0565.txt,15.448604694,15.991732087,4.1744975014,0.6124514554
llm_free,ai,4000_story_0565_llm_free.txt,-10.664279,-11.26258878,3.2338258151,-0.805298657
human,human,4000_story_0571.txt,11.363413949,-11.92720141,-7.828747954,3.0789322905
llm_free,ai,4000_story_0571_llm_free.txt,-10.44370193,-12.3772611,2.3918078707,1.462814332
human,human,4000_story_0575.txt,8.78549743,-11.64711251,-14.71324848,-1.024524713
llm_free,ai,4000_story_0575_llm_free.txt,-16.44462017,-6.248495625,2.5398494748,0.0164121336
human,human,4000_story_0579.txt,20.530661968,-2.824491068,0.2545166672,-1.428284326
llm_free,ai,4000_story_0579_llm_free.txt,-5.97779481,-12.62266733,11.676043737,-0.000180876
human,human,4000_story_0582.txt,19.205742929,-4.325689721,-3.466192345,-0.192021991
llm_free,ai,4000_story_0582_llm_free.txt,-17.71063405,-13.34203235,5.0909249611,-0.379209062
human,human,4000_story_0585.txt,15.592315173,-1.476572481,0.0025123366,1.0329103397
llm_free,ai,4000_story_0585_llm_free.txt,-9.954165607,-2.217786413,10.554168573,1.7873340812
human,human,4000_story_0586.txt,5.0767354503,-3.743363185,-14.69747818,-0.73260235
llm_free,ai,4000_story_0586_llm_free.txt,-14.03003844,-6.234931859,-3.316027853,-0.513218805
human,human,4000_story_0587.txt,0.984503649,0.3647376257,-13.67281517,-0.007538993
llm_free,ai,4000_story_0587_llm_free.txt,-13.03224767,-10.10731561,3.1712561188,1.1019647843
human,human,4000_story_0588.txt,9.6778889064,-5.047345608,2.0483525203,6.3501165904
llm_free,ai,4000_story_0588_llm_free.txt,-13.83929058,-18.0111945,-1.627686575,-0.865625526
human,human,4000_story_0589.txt,5.0850287327,-13.41390535,-8.996946204,1.3087144701
llm_free,ai,4000_story_0589_llm_free.txt,-13.87502972,-12.91145696,8.9553181583,0.7126721715
human,human,4000_story_0592.txt,19.472976556,11.800038045,9.0576353828,-0.684023224
llm_free,ai,4000_story_0592_llm_free.txt,-13.39826154,-12.80368739,3.0122624577,-0.516744505
human,human,4000_story_0594.txt,12.837029575,17.489010045,-1.217277872,0.7644689427
llm_free,ai,4000_story_0594_llm_free.txt,-16.66781195,-11.39671175,3.4314402135,0.5560581236
human,human,4000_story_0596.txt,13.484826778,11.634043515,-0.418459356,-0.383926402
llm_free,ai,4000_story_0596_llm_free.txt,-10.48264002,-12.71184022,-0.213351054,1.6174552438
human,human,4000_story_0597.txt,23.559509181,7.4626943943,1.2863195263,2.8834992036
llm_free,ai,4000_story_0597_llm_free.txt,-5.468659792,-9.4283735,6.8251356741,0.88989639
human,human,4000_story_0598.txt,11.8161289,16.923692499,-4.92271315,0.0929484515
llm_free,ai,4000_story_0598_llm_free.txt,-11.13656005,-14.00285942,3.9475398806,-1.677167724
human,human,4000_story_0602.txt,13.223301251,32.745360521,-5.463227836,0.2649655081
llm_free,ai,4000_story_0602_llm_free.txt,-10.01157866,-9.127116112,4.9024279107,-0.220393499
human,human,4000_story_0605.txt,12.004186048,17.511342605,-3.35027688,0.6155076622
llm_free,ai,4000_story_0605_llm_free.txt,-15.10649602,-13.8017276,1.1989468403,-1.589321732
human,human,4000_story_0606.txt,13.022847227,11.420786016,7.9275871934,1.907827351
llm_free,ai,4000_story_0606_llm_free.txt,-11.92652488,-10.6002255,4.7717070434,-1.966061801
human,human,4000_story_0608.txt,14.908573499,15.772614694,1.0489058474,0.1006464935
llm_free,ai,4000_story_0608_llm_free.txt,-14.91921461,-8.056639845,1.0666668513,-0.665906241
human,human,4000_story_0610.txt,11.358785724,17.152770367,-3.26011381,0.2502137588
llm_free,ai,4000_story_0610_llm_free.txt,-12.12908748,-9.236749261,-0.156597462,1.3434237934
human,human,4000_story_0612.txt,13.772136102,10.094597906,-0.68739189,3.0363750286
llm_free,ai,4000_story_0612_llm_free.txt,-11.94671535,-10.70312912,-1.651021699,0.0880096576
human,human,4000_story_0613.txt,15.562721071,9.8250888517,-0.424099276,0.1589972488
llm_free,ai,4000_story_0613_llm_free.txt,-12.3596375,-9.396094081,3.2180730137,-1.739064508
